LOCATION,DATE,T_MAX,T_MIN,T_MEAN,WEEKDAY,IS_HOLIDAY,HOLIDAY_NAME,TOTAL_DEMAND,DEMAND_LAG1,DEMAND_LAG7
Bankstown,2010-11-05,17.0,12.4,14.73,5,0,,401586.33,402442.07,402799.91
Bankstown,2010-11-06,17.0,13.2,14.52,6,0,,372721.98,401586.33,376364.28
Bankstown,2010-11-07,21.1,10.4,16.58,7,0,,357695.94,372721.98,362306.71
Bankstown,2010-11-08,27.9,13.0,18.88,1,0,,404939.85,357695.94,405241.04
Bankstown,2010-11-09,23.0,16.1,19.03,2,0,,409423.46,404939.85,400958.11
Bankstown,2010-11-10,28.0,16.3,20.09,3,0,,415926.41,409423.46,399870.69
Bankstown,2010-11-11,26.4,18.3,21.98,4,0,,419557.56,415926.41,402442.07
Bankstown,2010-11-12,28.4,15.2,21.76,5,0,,431943.06,419557.56,401586.33
Bankstown,2010-11-13,31.4,16.2,23.13,6,0,,403440.8,431943.06,372721.98
Bankstown,2010-11-14,31.3,20.6,24.95,7,0,,396985.93,403440.8,357695.94
Bankstown,2010-11-15,22.8,17.8,19.73,1,0,,420601.41,396985.93,404939.85
Bankstown,2010-11-16,21.0,16.4,18.35,2,0,,408432.94,420601.41,409423.46
Bankstown,2010-11-17,20.7,15.3,17.45,3,0,,402251.57,408432.94,415926.41
Bankstown,2010-11-18,24.6,13.4,19.2,4,0,,405768.82,402251.57,419557.56
Bankstown,2010-11-19,19.2,15.8,17.08,5,0,,396198.82,405768.82,431943.06
Bankstown,2010-11-20,22.0,10.2,16.96,6,0,,366407.07,396198.82,403440.8
Bankstown,2010-11-21,23.2,11.7,18.02,7,0,,355689.97,366407.07,396985.93
Bankstown,2010-11-22,24.0,13.3,19.19,1,0,,408603.89,355689.97,420601.41
Bankstown,2010-11-23,25.2,13.8,20.37,2,0,,414914.71,408603.89,408432.94
Bankstown,2010-11-24,25.1,14.3,20.67,3,0,,423424.63,414914.71,402251.57
Bankstown,2010-11-25,27.3,16.1,22.16,4,0,,434377.91,423424.63,405768.82
Bankstown,2010-11-26,27.3,16.3,21.7,5,0,,428515.01,434377.91,396198.82
Bankstown,2010-11-27,27.3,15.8,21.84,6,0,,392515.05,428515.01,366407.07
Bankstown,2010-11-28,24.6,18.1,20.55,7,0,,363208.09,392515.05,355689.97
Bankstown,2010-11-29,21.3,16.9,18.26,1,0,,400467.09,363208.09,408603.89
Bankstown,2010-11-30,21.7,16.6,18.87,2,0,,406384.06,400467.09,414914.71
Bankstown,2010-12-01,21.3,17.6,19.11,3,0,,407400.05,406384.06,423424.63
Bankstown,2010-12-02,24.3,18.3,21.0,4,0,,411616.37,407400.05,434377.91
Bankstown,2010-12-03,25.3,19.4,22.05,5,0,,418624.66,411616.37,428515.01
Bankstown,2010-12-04,24.6,18.7,20.99,6,0,,384304.64,418624.66,392515.05
Bankstown,2010-12-05,25.6,18.4,21.58,7,0,,371372.41,384304.64,363208.09
Bankstown,2010-12-06,26.4,18.5,22.77,1,0,,424875.41,371372.41,400467.09
Bankstown,2010-12-07,26.4,19.5,23.02,2,0,,429544.89,424875.41,406384.06
Bankstown,2010-12-08,28.0,18.7,23.93,3,0,,442420.95,429544.89,407400.05
Bankstown,2010-12-09,31.4,21.4,25.23,4,0,,454826.11,442420.95,411616.37
Bankstown,2010-12-10,28.9,18.8,23.57,5,0,,432071.74,454826.11,418624.66
Bankstown,2010-12-11,29.0,13.8,20.81,6,0,,381234.25,432071.74,384304.64
Bankstown,2010-12-12,30.8,14.6,22.79,7,0,,372062.39,381234.25,371372.41
Bankstown,2010-12-13,23.9,16.9,20.87,1,0,,422473.07,372062.39,424875.41
Bankstown,2010-12-14,24.3,19.3,21.68,2,0,,423996.54,422473.07,429544.89
Bankstown,2010-12-15,27.2,18.5,22.9,3,0,,439449.09,423996.54,442420.95
Bankstown,2010-12-16,24.2,18.1,20.67,4,0,,425507.79,439449.09,454826.11
Bankstown,2010-12-17,26.0,17.7,21.06,5,0,,403071.94,425507.79,432071.74
Bankstown,2010-12-18,25.3,16.6,20.95,6,0,,363555.55,403071.94,381234.25
Bankstown,2010-12-19,26.6,14.8,19.71,7,0,,351587.98,363555.55,372062.39
Bankstown,2010-12-20,21.3,14.1,18.97,1,0,,380689.41,351587.98,422473.07
Bankstown,2010-12-21,27.0,11.5,20.12,2,0,,394073.03,380689.41,423996.54
Bankstown,2010-12-22,23.1,12.7,19.91,3,0,,402993.72,394073.03,439449.09
Bankstown,2010-12-23,30.9,15.8,22.13,4,0,,406505.05,402993.72,425507.79
Bankstown,2010-12-24,22.7,15.8,19.75,5,0,,375404.0,406505.05,403071.94
Bankstown,2010-12-25,27.7,13.6,22.21,6,1,Christmas Day,344362.35,375404.0,363555.55
Bankstown,2010-12-26,30.5,18.7,22.81,7,1,Boxing Day,344254.38,344362.35,351587.98
Bankstown,2010-12-27,19.3,15.1,17.69,1,1,Boxing Day (observed),340975.82,344254.38,380689.41
Bankstown,2010-12-28,20.6,14.7,17.9,2,0,,339880.08,340975.82,394073.03
Bankstown,2010-12-29,25.7,15.7,21.44,3,0,,374208.64,339880.08,402993.72
Bankstown,2010-12-30,27.5,16.8,22.59,4,0,,399797.68,374208.64,406505.05
Bankstown,2010-12-31,29.3,18.8,23.63,5,0,,416440.79,399797.68,375404.0
Bankstown,2011-01-01,34.1,18.0,24.3,6,1,New Year's Day,402522.57,416440.79,344362.35
Bankstown,2011-01-02,26.9,19.2,22.06,7,0,,377216.08,402522.57,344254.38
Bankstown,2011-01-03,21.2,17.9,19.18,1,1,New Year's Day (observed),354758.92,377216.08,340975.82
Bankstown,2011-01-04,21.2,17.3,19.5,2,0,,384017.3,354758.92,339880.08
Bankstown,2011-01-05,24.4,14.0,20.22,3,0,,390283.35,384017.3,374208.64
Bankstown,2011-01-06,24.8,18.4,21.39,4,0,,398458.42,390283.35,399797.68
Bankstown,2011-01-07,26.9,17.5,21.72,5,0,,406812.1,398458.42,416440.79
Bankstown,2011-01-08,27.6,19.6,23.67,6,0,,391821.76,406812.1,402522.57
Bankstown,2011-01-09,27.4,21.6,23.96,7,0,,382318.11,391821.76,377216.08
Bankstown,2011-01-10,25.7,21.6,23.39,1,0,,420652.42,382318.11,354758.92
Bankstown,2011-01-11,25.5,21.7,23.72,2,0,,422660.14,420652.42,384017.3
Bankstown,2011-01-12,28.6,22.5,25.25,3,0,,441053.1,422660.14,390283.35
Bankstown,2011-01-13,27.3,22.9,24.73,4,0,,443494.35,441053.1,398458.42
Bankstown,2011-01-14,28.7,21.5,24.78,5,0,,442088.59,443494.35,406812.1
Bankstown,2011-01-15,30.8,21.9,24.75,6,0,,413507.05,442088.59,391821.76
Bankstown,2011-01-16,29.2,21.8,24.81,7,0,,409126.99,413507.05,382318.11
Bankstown,2011-01-17,30.6,19.1,22.82,1,0,,454160.4,409126.99,420652.42
Bankstown,2011-01-18,25.9,19.4,22.29,2,0,,427109.83,454160.4,422660.14
Bankstown,2011-01-19,26.1,19.4,22.49,3,0,,427564.19,427109.83,441053.1
Bankstown,2011-01-20,28.0,18.4,23.94,4,0,,438567.11,427564.19,443494.35
Bankstown,2011-01-21,28.9,19.4,23.89,5,0,,450397.45,438567.11,442088.59
Bankstown,2011-01-22,29.6,17.8,24.09,6,0,,411356.02,450397.45,413507.05
Bankstown,2011-01-23,30.3,20.1,24.29,7,0,,395778.15,411356.02,409126.99
Bankstown,2011-01-24,34.6,19.3,26.21,1,0,,463187.07,395778.15,454160.4
Bankstown,2011-01-25,31.2,22.1,25.35,2,0,,481566.29,463187.07,427109.83
Bankstown,2011-01-26,32.7,20.7,25.32,3,1,Australia Day,460675.18,481566.29,427564.19
Bankstown,2011-01-27,30.4,22.7,25.27,4,0,,492351.56,460675.18,438567.11
Bankstown,2011-01-28,25.6,20.7,22.77,5,0,,437576.72,492351.56,450397.45
Bankstown,2011-01-29,25.9,16.1,21.45,6,0,,389781.16,437576.72,411356.02
Bankstown,2011-01-30,30.0,14.8,23.3,7,0,,410150.77,389781.16,395778.15
Bankstown,2011-01-31,35.7,19.4,26.54,1,0,,513153.4,410150.77,463187.07
Bankstown,2011-02-01,40.6,20.5,29.11,2,0,,545722.52,513153.4,481566.29
Bankstown,2011-02-02,32.2,25.6,28.48,3,0,,553911.24,545722.52,460675.18
Bankstown,2011-02-03,36.7,24.4,27.83,4,0,,543437.8,553911.24,492351.56
Bankstown,2011-02-04,33.1,23.0,26.92,5,0,,534715.95,543437.8,437576.72
Bankstown,2011-02-05,40.7,23.6,33.31,6,0,,517667.23,534715.95,389781.16
Bankstown,2011-02-06,32.6,16.7,23.77,7,0,,428236.45,517667.23,410150.77
Bankstown,2011-02-07,22.7,16.6,19.6,1,0,,411076.9,428236.45,513153.4
Bankstown,2011-02-08,23.9,17.9,20.97,2,0,,420962.98,411076.9,545722.52
Bankstown,2011-02-09,25.2,15.4,20.97,3,0,,420434.39,420962.98,553911.24
Bankstown,2011-02-10,26.9,16.6,21.85,4,0,,434669.64,420434.39,543437.8
Bankstown,2011-02-11,34.6,18.2,25.55,5,0,,460483.47,434669.64,534715.95
Bankstown,2011-02-12,23.2,19.2,21.34,6,0,,395857.14,460483.47,517667.23
Bankstown,2011-02-13,22.4,19.3,20.56,7,0,,369934.79,395857.14,428236.45
Bankstown,2011-02-14,23.0,19.3,20.97,1,0,,411244.72,369934.79,411076.9
Bankstown,2011-02-15,25.1,15.2,20.34,2,0,,415471.61,411244.72,420962.98
Bankstown,2011-02-16,26.8,18.8,22.44,3,0,,424915.09,415471.61,420434.39
Bankstown,2011-02-17,31.0,20.4,25.53,4,0,,451992.7,424915.09,434669.64
Bankstown,2011-02-18,27.0,22.0,23.91,5,0,,443761.8,451992.7,460483.47
Bankstown,2011-02-19,34.2,21.3,26.49,6,0,,441412.69,443761.8,395857.14
Bankstown,2011-02-20,32.0,22.4,27.21,7,0,,445676.31,441412.69,369934.79
Bankstown,2011-02-21,24.3,19.3,21.19,1,0,,432042.65,445676.31,411244.72
Bankstown,2011-02-22,21.4,16.8,18.8,2,0,,412301.53,432042.65,415471.61
Bankstown,2011-02-23,24.3,15.9,19.47,3,0,,415191.66,412301.53,424915.09
Bankstown,2011-02-24,27.6,13.3,20.52,4,0,,425519.61,415191.66,451992.7
Bankstown,2011-02-25,28.2,14.5,21.81,5,0,,425762.12,425519.61,443761.8
Bankstown,2011-02-26,29.6,18.4,23.71,6,0,,409965.23,425762.12,441412.69
Bankstown,2011-02-27,30.1,18.0,23.21,7,0,,388465.81,409965.23,445676.31
Bankstown,2011-02-28,26.8,21.7,23.39,1,0,,448046.64,388465.81,432042.65
Bankstown,2011-03-01,33.6,19.5,24.7,2,0,,449662.42,448046.64,412301.53
Bankstown,2011-03-02,21.7,18.0,20.08,3,0,,415117.77,449662.42,415191.66
Bankstown,2011-03-03,30.4,15.5,21.81,4,0,,421316.44,415117.77,425519.61
Bankstown,2011-03-04,28.0,15.7,21.83,5,0,,422290.59,421316.44,425762.12
Bankstown,2011-03-05,21.1,17.4,18.96,6,0,,367459.61,422290.59,409965.23
Bankstown,2011-03-06,21.2,14.8,19.3,7,0,,353901.14,367459.61,388465.81
Bankstown,2011-03-07,25.5,12.7,19.69,1,0,,408033.25,353901.14,448046.64
Bankstown,2011-03-08,27.8,13.6,20.96,2,0,,424851.57,408033.25,449662.42
Bankstown,2011-03-09,30.3,18.2,24.15,3,0,,429778.11,424851.57,415117.77
Bankstown,2011-03-10,29.2,20.2,23.62,4,0,,432962.1,429778.11,421316.44
Bankstown,2011-03-11,24.9,20.9,22.78,5,0,,431344.96,432962.1,422290.59
Bankstown,2011-03-12,29.1,20.1,23.67,6,0,,401974.87,431344.96,367459.61
Bankstown,2011-03-13,31.2,18.8,23.32,7,0,,403684.66,401974.87,353901.14
Bankstown,2011-03-14,26.7,19.7,21.83,1,0,,428091.56,403684.66,408033.25
Bankstown,2011-03-15,25.3,17.9,20.8,2,0,,422974.1,428091.56,424851.57
Bankstown,2011-03-16,27.3,17.6,21.7,3,0,,429439.73,422974.1,429778.11
Bankstown,2011-03-17,24.8,19.0,21.63,4,0,,429307.51,429439.73,432962.1
Bankstown,2011-03-18,23.6,19.6,20.82,5,0,,417625.18,429307.51,431344.96
Bankstown,2011-03-19,22.7,19.0,20.47,6,0,,381767.66,417625.18,401974.87
Bankstown,2011-03-20,23.6,18.6,20.84,7,0,,370465.16,381767.66,403684.66
Bankstown,2011-03-21,25.6,20.5,22.25,1,0,,431179.32,370465.16,428091.56
Bankstown,2011-03-22,30.0,19.9,24.06,2,0,,448112.21,431179.32,422974.1
Bankstown,2011-03-23,30.4,19.0,23.5,3,0,,434055.82,448112.21,429439.73
Bankstown,2011-03-24,25.9,14.5,21.22,4,0,,413505.39,434055.82,429307.51
Bankstown,2011-03-25,25.2,14.9,20.52,5,0,,411016.92,413505.39,417625.18
Bankstown,2011-03-26,20.4,16.6,18.43,6,0,,372980.85,411016.92,381767.66
Bankstown,2011-03-27,20.3,16.1,17.84,7,0,,364543.06,372980.85,370465.16
Bankstown,2011-03-28,22.3,13.2,18.19,1,0,,411658.33,364543.06,431179.32
Bankstown,2011-03-29,25.5,14.6,19.6,2,0,,421238.56,411658.33,448112.21
Bankstown,2011-03-30,29.4,15.0,20.93,3,0,,421103.48,421238.56,434055.82
Bankstown,2011-03-31,20.7,16.9,19.28,4,0,,414945.42,421103.48,413505.39
Bankstown,2011-04-01,23.7,14.3,19.15,5,0,,410845.93,414945.42,411016.92
Bankstown,2011-04-02,21.2,13.9,18.41,6,0,,371678.79,410845.93,372980.85
Bankstown,2011-04-03,23.5,12.0,18.73,7,0,,360747.15,371678.79,364543.06
Bankstown,2011-04-04,22.1,14.1,17.98,1,0,,405034.53,360747.15,411658.33
Bankstown,2011-04-05,20.4,15.1,16.83,2,0,,409009.51,405034.53,421238.56
Bankstown,2011-04-06,21.4,14.1,17.16,3,0,,411001.53,409009.51,421103.48
Bankstown,2011-04-07,22.0,13.0,18.11,4,0,,409827.7,411001.53,414945.42
Bankstown,2011-04-08,22.3,12.0,17.03,5,0,,408192.69,409827.7,410845.93
Bankstown,2011-04-09,26.4,12.0,18.5,6,0,,379426.71,408192.69,371678.79
Bankstown,2011-04-10,26.4,12.3,17.77,7,0,,363521.99,379426.71,360747.15
Bankstown,2011-04-11,21.3,10.1,15.84,1,0,,405227.42,363521.99,405034.53
Bankstown,2011-04-12,21.1,7.3,15.04,2,0,,406668.82,405227.42,409009.51
Bankstown,2011-04-13,23.6,10.4,17.77,3,0,,405669.07,406668.82,411001.53
Bankstown,2011-04-14,23.2,9.7,17.11,4,0,,401357.87,405669.07,409827.7
Bankstown,2011-04-15,21.3,10.7,16.61,5,0,,406621.35,401357.87,408192.69
Bankstown,2011-04-16,18.3,15.1,16.52,6,0,,384149.78,406621.35,379426.71
Bankstown,2011-04-17,21.4,11.6,16.24,7,0,,371971.52,384149.78,363521.99
Bankstown,2011-04-18,22.5,9.5,15.37,1,0,,413127.62,371971.52,405227.42
Bankstown,2011-04-19,24.0,11.0,15.96,2,0,,417140.71,413127.62,406668.82
Bankstown,2011-04-20,20.7,10.6,16.1,3,0,,415780.75,417140.71,405669.07
Bankstown,2011-04-21,25.2,11.6,17.87,4,0,,406641.18,415780.75,401357.87
Bankstown,2011-04-22,25.2,11.3,18.09,5,1,Good Friday,355907.69,406641.18,406621.35
Bankstown,2011-04-23,17.7,12.1,14.84,6,1,Easter Saturday,369357.6,355907.69,384149.78
Bankstown,2011-04-24,22.0,11.8,16.13,7,1,Easter Sunday,353979.86,369357.6,371971.52
Bankstown,2011-04-25,19.2,15.4,17.32,1,1,ANZAC Day; Easter Monday,358998.28,353979.86,413127.62
Bankstown,2011-04-26,20.3,14.4,16.64,2,0,,368097.51,358998.28,417140.71
Bankstown,2011-04-27,18.7,14.1,16.06,3,0,,404732.04,368097.51,415780.75
Bankstown,2011-04-28,19.2,14.1,16.15,4,0,,414356.11,404732.04,406641.18
Bankstown,2011-04-29,19.9,12.0,16.12,5,0,,416394.18,414356.11,355907.69
Bankstown,2011-04-30,20.1,15.3,17.35,6,0,,387982.8,416394.18,369357.6
Bankstown,2011-05-01,21.3,11.4,16.05,7,0,,373386.2,387982.8,353979.86
Bankstown,2011-05-02,18.5,9.8,13.49,1,0,,421031.86,373386.2,358998.28
Bankstown,2011-05-03,18.6,11.7,14.92,2,0,,427863.73,421031.86,368097.51
Bankstown,2011-05-04,20.1,12.1,15.35,3,0,,423900.45,427863.73,404732.04
Bankstown,2011-05-05,18.2,10.8,14.52,4,0,,425789.85,423900.45,414356.11
Bankstown,2011-05-06,18.5,7.8,12.65,5,0,,426797.1,425789.85,416394.18
Bankstown,2011-05-07,20.3,7.8,12.45,6,0,,398111.67,426797.1,387982.8
Bankstown,2011-05-08,21.5,5.8,12.18,7,0,,382711.67,398111.67,373386.2
Bankstown,2011-05-09,16.9,7.6,12.55,1,0,,437366.77,382711.67,421031.86
Bankstown,2011-05-10,16.3,6.8,12.11,2,0,,443213.99,437366.77,427863.73
Bankstown,2011-05-11,15.2,2.0,8.57,3,0,,461819.02,443213.99,423900.45
Bankstown,2011-05-12,16.2,3.5,10.22,4,0,,465043.56,461819.02,425789.85
Bankstown,2011-05-13,20.4,5.7,13.02,5,0,,449215.35,465043.56,426797.1
Bankstown,2011-05-14,16.7,7.9,12.44,6,0,,423643.95,449215.35,398111.67
Bankstown,2011-05-15,18.5,4.7,10.03,7,0,,418170.77,423643.95,382711.67
Bankstown,2011-05-16,19.3,3.1,9.01,1,0,,464541.05,418170.77,437366.77
Bankstown,2011-05-17,18.1,3.8,9.3,2,0,,467687.66,464541.05,443213.99
Bankstown,2011-05-18,20.4,5.1,11.17,3,0,,458350.17,467687.66,461819.02
Bankstown,2011-05-19,20.9,9.3,13.19,4,0,,450226.06,458350.17,465043.56
Bankstown,2011-05-20,22.5,7.8,13.81,5,0,,446048.6,450226.06,449215.35
Bankstown,2011-05-21,23.2,8.0,14.89,6,0,,408522.02,446048.6,423643.95
Bankstown,2011-05-22,22.4,8.4,14.37,7,0,,390590.99,408522.02,418170.77
Bankstown,2011-05-23,22.6,11.7,16.7,1,0,,425724.58,390590.99,464541.05
Bankstown,2011-05-24,18.0,8.0,12.86,2,0,,442869.36,425724.58,467687.66
Bankstown,2011-05-25,14.6,11.3,12.58,3,0,,463583.08,442869.36,458350.17
Bankstown,2011-05-26,18.7,6.9,11.95,4,0,,455576.18,463583.08,450226.06
Bankstown,2011-05-27,17.1,3.6,8.47,5,0,,459180.91,455576.18,446048.6
Bankstown,2011-05-28,17.4,7.2,11.69,6,0,,435661.79,459180.91,408522.02
Bankstown,2011-05-29,16.9,8.4,12.52,7,0,,422894.56,435661.79,390590.99
Bankstown,2011-05-30,15.9,11.0,14.11,1,0,,467604.89,422894.56,425724.58
Bankstown,2011-05-31,19.5,14.5,16.87,2,0,,455030.75,467604.89,442869.36
Bankstown,2011-06-01,19.0,13.5,16.76,3,0,,444885.48,455030.75,463583.08
Bankstown,2011-06-02,18.7,10.4,14.75,4,0,,442560.97,444885.48,455576.18
Bankstown,2011-06-03,19.7,7.9,11.89,5,0,,441339.69,442560.97,459180.91
Bankstown,2011-06-04,18.7,8.6,13.49,6,0,,420925.76,441339.69,435661.79
Bankstown,2011-06-05,16.8,8.7,12.44,7,0,,410845.1,420925.76,422894.56
Bankstown,2011-06-06,17.1,3.5,10.73,1,0,,459306.95,410845.1,467604.89
Bankstown,2011-06-07,14.4,4.0,8.69,2,0,,484519.96,459306.95,455030.75
Bankstown,2011-06-08,13.4,3.8,9.7,3,0,,487399.24,484519.96,444885.48
Bankstown,2011-06-09,15.8,5.0,10.01,4,0,,489143.39,487399.24,442560.97
Bankstown,2011-06-10,15.8,4.0,10.27,5,0,,485094.27,489143.39,441339.69
Bankstown,2011-06-11,14.9,8.5,12.06,6,0,,449500.35,485094.27,420925.76
Bankstown,2011-06-12,15.5,11.5,13.77,7,0,,431266.76,449500.35,410845.1
Bankstown,2011-06-13,16.3,12.4,13.97,1,1,Queen's Birthday,429021.28,431266.76,459306.95
Bankstown,2011-06-14,16.7,14.1,15.61,2,0,,467331.72,429021.28,484519.96
Bankstown,2011-06-15,17.3,14.0,15.85,3,0,,465465.97,467331.72,487399.24
Bankstown,2011-06-16,16.6,7.0,13.76,4,0,,460852.42,465465.97,489143.39
Bankstown,2011-06-17,18.0,4.6,10.97,5,0,,460580.42,460852.42,485094.27
Bankstown,2011-06-18,17.0,4.8,12.4,6,0,,431689.58,460580.42,449500.35
Bankstown,2011-06-19,17.9,4.9,10.42,7,0,,418612.0,431689.58,431266.76
Bankstown,2011-06-20,18.9,3.1,11.05,1,0,,455216.61,418612.0,429021.28
Bankstown,2011-06-21,20.5,9.8,13.69,2,0,,469710.62,455216.61,467331.72
Bankstown,2011-06-22,15.5,6.2,10.85,3,0,,478114.03,469710.62,465465.97
Bankstown,2011-06-23,19.2,6.1,12.48,4,0,,464955.52,478114.03,460852.42
Bankstown,2011-06-24,17.5,2.9,8.87,5,0,,467310.17,464955.52,460580.42
Bankstown,2011-06-25,18.8,4.7,9.69,6,0,,437970.53,467310.17,431689.58
Bankstown,2011-06-26,20.0,3.7,9.01,7,0,,421071.87,437970.53,418612.0
Bankstown,2011-06-27,18.3,1.8,8.37,1,0,,466589.93,421071.87,455216.61
Bankstown,2011-06-28,16.1,5.2,10.92,2,0,,476169.5,466589.93,469710.62
Bankstown,2011-06-29,17.2,9.6,13.43,3,0,,464780.32,476169.5,478114.03
Bankstown,2011-06-30,16.3,11.2,13.11,4,0,,460981.67,464780.32,464955.52
Bankstown,2011-07-01,16.4,9.3,12.86,5,0,,461718.38,460981.67,467310.17
Bankstown,2011-07-02,18.8,7.3,12.65,6,0,,422293.26,461718.38,437970.53
Bankstown,2011-07-03,19.6,5.8,12.42,7,0,,405163.47,422293.26,421071.87
Bankstown,2011-07-04,19.9,12.0,15.94,1,0,,433910.44,405163.47,466589.93
Bankstown,2011-07-05,16.3,8.5,13.34,2,0,,452445.91,433910.44,476169.5
Bankstown,2011-07-06,17.0,5.6,12.45,3,0,,450615.94,452445.91,464780.32
Bankstown,2011-07-07,16.4,7.7,13.24,4,0,,454960.9,450615.94,460981.67
Bankstown,2011-07-08,16.2,1.0,8.75,5,0,,470005.07,454960.9,461718.38
Bankstown,2011-07-09,16.0,3.7,10.27,6,0,,445010.6,470005.07,422293.26
Bankstown,2011-07-10,15.9,2.9,10.2,7,0,,433756.48,445010.6,405163.47
Bankstown,2011-07-11,16.7,3.6,10.87,1,0,,466254.91,433756.48,433910.44
Bankstown,2011-07-12,17.8,3.4,10.44,2,0,,474303.51,466254.91,452445.91
Bankstown,2011-07-13,12.2,7.8,10.78,3,0,,490168.66,474303.51,450615.94
Bankstown,2011-07-14,14.0,5.2,10.04,4,0,,484396.59,490168.66,454960.9
Bankstown,2011-07-15,13.3,4.0,9.21,5,0,,492829.27,484396.59,470005.07
Bankstown,2011-07-16,16.2,8.7,11.18,6,0,,449791.13,492829.27,445010.6
Bankstown,2011-07-17,15.7,7.1,11.92,7,0,,427897.88,449791.13,433756.48
Bankstown,2011-07-18,18.2,7.2,11.98,1,0,,459797.52,427897.88,466254.91
Bankstown,2011-07-19,13.9,5.6,9.54,2,0,,496372.86,459797.52,474303.51
Bankstown,2011-07-20,16.9,11.7,14.04,3,0,,478238.76,496372.86,490168.66
Bankstown,2011-07-21,12.3,10.9,11.62,4,0,,489971.55,478238.76,484396.59
Bankstown,2011-07-22,12.8,9.5,11.42,5,0,,483328.04,489971.55,492829.27
Bankstown,2011-07-23,14.9,7.9,10.62,6,0,,455247.1,483328.04,449791.13
Bankstown,2011-07-24,14.5,4.9,9.67,7,0,,446863.99,455247.1,427897.88
Bankstown,2011-07-25,17.8,5.9,10.36,1,0,,471513.9,446863.99,459797.52
Bankstown,2011-07-26,17.6,3.8,9.9,2,0,,472144.26,471513.9,496372.86
Bankstown,2011-07-27,16.3,4.4,9.92,3,0,,475164.65,472144.26,478238.76
Bankstown,2011-07-28,19.2,4.6,10.33,4,0,,466930.86,475164.65,489971.55
Bankstown,2011-07-29,19.1,3.8,9.09,5,0,,464130.14,466930.86,483328.04
Bankstown,2011-07-30,19.7,3.2,8.73,6,0,,431962.57,464130.14,455247.1
Bankstown,2011-07-31,19.8,3.5,9.86,7,0,,416276.78,431962.57,446863.99
Bankstown,2011-08-01,21.9,5.1,11.63,1,0,,446377.88,416276.78,471513.9
Bankstown,2011-08-02,22.1,4.9,11.54,2,0,,445963.95,446377.88,472144.26
Bankstown,2011-08-03,24.8,7.7,13.77,3,0,,438507.31,445963.95,475164.65
Bankstown,2011-08-04,25.3,7.3,13.88,4,0,,431877.4,438507.31,466930.86
Bankstown,2011-08-05,23.4,6.0,12.96,5,0,,426226.27,431877.4,464130.14
Bankstown,2011-08-06,22.9,5.7,14.3,6,0,,397531.61,426226.27,431962.57
Bankstown,2011-08-07,18.8,10.8,14.49,7,0,,395315.75,397531.61,416276.78
Bankstown,2011-08-08,16.2,5.3,10.95,1,0,,444772.08,395315.75,446377.88
Bankstown,2011-08-09,15.4,4.5,9.45,2,0,,466514.18,444772.08,445963.95
Bankstown,2011-08-10,17.3,3.3,9.85,3,0,,463063.18,466514.18,438507.31
Bankstown,2011-08-11,16.6,2.1,9.74,4,0,,465336.72,463063.18,431877.4
Bankstown,2011-08-12,16.1,8.3,12.52,5,0,,453444.12,465336.72,426226.27
Bankstown,2011-08-13,18.5,4.6,10.92,6,0,,423643.23,453444.12,397531.61
Bankstown,2011-08-14,15.7,9.1,12.1,7,0,,410038.08,423643.23,395315.75
Bankstown,2011-08-15,17.2,7.2,11.69,1,0,,447202.76,410038.08,444772.08
Bankstown,2011-08-16,17.9,7.7,11.42,2,0,,443961.86,447202.76,466514.18
Bankstown,2011-08-17,15.8,6.6,12.24,3,0,,455083.73,443961.86,463063.18
Bankstown,2011-08-18,17.6,6.7,13.29,4,0,,444749.04,455083.73,465336.72
Bankstown,2011-08-19,16.3,6.5,12.7,5,0,,464137.17,444749.04,453444.12
Bankstown,2011-08-20,17.3,12.9,14.99,6,0,,415338.03,464137.17,423643.23
Bankstown,2011-08-21,16.7,10.0,14.39,7,0,,403852.75,415338.03,410038.08
Bankstown,2011-08-22,16.0,9.2,13.55,1,0,,442142.6,403852.75,447202.76
Bankstown,2011-08-23,17.0,8.0,12.53,2,0,,441191.35,442142.6,443961.86
Bankstown,2011-08-24,19.1,6.6,12.41,3,0,,434323.11,441191.35,455083.73
Bankstown,2011-08-25,22.1,5.3,11.87,4,0,,425190.66,434323.11,444749.04
Bankstown,2011-08-26,19.3,6.8,13.31,5,0,,424372.1,425190.66,464137.17
Bankstown,2011-08-27,19.6,8.7,13.5,6,0,,406347.66,424372.1,415338.03
Bankstown,2011-08-28,20.4,9.2,14.39,7,0,,385467.48,406347.66,403852.75
Bankstown,2011-08-29,22.1,8.1,14.13,1,0,,422241.1,385467.48,442142.6
Bankstown,2011-08-30,16.6,9.8,14.32,2,0,,436159.63,422241.1,441191.35
Bankstown,2011-08-31,18.4,7.9,13.54,3,0,,428507.59,436159.63,434323.11
Bankstown,2011-09-01,18.2,11.1,15.22,4,0,,422095.28,428507.59,425190.66
Bankstown,2011-09-02,17.1,8.5,13.33,5,0,,422243.88,422095.28,424372.1
Bankstown,2011-09-03,19.7,6.6,13.36,6,0,,392229.44,422243.88,406347.66
Bankstown,2011-09-04,21.2,6.1,14.07,7,0,,373189.06,392229.44,385467.48
Bankstown,2011-09-05,22.3,10.6,16.52,1,0,,413780.08,373189.06,422241.1
Bankstown,2011-09-06,25.4,10.5,18.08,2,0,,414400.93,413780.08,436159.63
Bankstown,2011-09-07,19.1,11.2,14.42,3,0,,416841.11,414400.93,428507.59
